, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,3.0,30.0,15.0,30.0,30.0,13.0,30.0,30.0,30.0,0.0,27.0,29.0,30.0,30.0,30.0,0.0
44,0.0,3.0,30.0,14.0,30.0,30.0,13.0,30.0,30.0,30.0,0.0,28.0,29.0,30.0,30.0,30.0,0.0
45,0.0,3.0,30.0,13.0,30.0,30.0,14.0,30.0,30.0,30.0,0.0,28.0,29.0,30.0,30.0,30.0,0.0
46,0.0,3.0,30.0,12.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,28.0,29.0,30.0,30.0,30.0,0.0
47,0.0,3.0,30.0,11.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,28.0,29.0,30.0,30.0,30.0,0.0
48,0.0,3.0,30.0,11.0,30.0,30.0,14.0,30.0,30.0,30.0,0.0,28.0,29.0,30.0,30.0,30.0,0.0
49,0.0,3.0,30.0,12.0,30.0,30.0,13.0,30.0,30.0,30.0,0.0,28.0,29.0,30.0,30.0,30.0,0.0
50,0.0,3.0,30.0,13.0,30.0,30.0,12.0,30.0,30.0,30.0,0.0,29.0,29.0,30.0,30.0,30.0,0.0
51,0.0,3.0,30.0,14.0,30.0,30.0,12.0,30.0,30.0,30.0,0.0,30.0,28.0,30.0,30.0,30.0,0.0
52,0.0,3.0,30.0,14.0,30.0,30.0,12.0,30.0,30.0,30.0,0.0,30.0,29.0,30.0,30.0,30.0,0.0
53,0.0,4.0,30.0,14.0,30.0,30.0,12.0,30.0,30.0,30.0,0.0,30.0,29.0,30.0,30.0,30.0,0.0
54,0.0,5.0,30.0,13.0,30.0,30.0,13.0,30.0,30.0,30.0,0.0,30.0,29.0,30.0,30.0,30.0,0.0
55,0.0,6.0,30.0,12.0,30.0,30.0,14.0,30.0,30.0,30.0,0.0,30.0,29.0,30.0,30.0,30.0,0.0
56,0.0,6.0,30.0,11.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,29.0,30.0,30.0,30.0,0.0
57,0.0,6.0,30.0,11.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,28.0,30.0,30.0,30.0,0.0
58,0.0,6.0,30.0,10.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,27.0,30.0,30.0,30.0,0.0
59,0.0,6.0,30.0,10.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,26.0,30.0,30.0,30.0,0.0
60,0.0,6.0,30.0,10.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,25.0,30.0,30.0,30.0,0.0
61,0.0,6.0,30.0,11.0,30.0,30.0,14.0,30.0,30.0,30.0,0.0,30.0,25.0,30.0,30.0,30.0,0.0
62,0.0,6.0,30.0,11.0,30.0,30.0,13.0,30.0,30.0,30.0,0.0,30.0,25.0,30.0,30.0,30.0,0.0
63,0.0,6.0,30.0,11.0,30.0,30.0,13.0,30.0,30.0,30.0,0.0,30.0,25.0,30.0,30.0,30.0,0.0
64,0.0,6.0,30.0,11.0,30.0,30.0,14.0,30.0,30.0,30.0,0.0,30.0,24.0,30.0,30.0,30.0,0.0
65,0.0,6.0,30.0,11.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,23.0,30.0,30.0,30.0,0.0
66,0.0,6.0,30.0,11.0,30.0,30.0,16.0,30.0,30.0,30.0,0.0,30.0,22.0,30.0,30.0,30.0,0.0
67,0.0,6.0,30.0,10.0,30.0,30.0,17.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
68,0.0,6.0,30.0,9.0,30.0,30.0,17.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
69,0.0,6.0,30.0,9.0,30.0,30.0,16.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
70,0.0,6.0,30.0,9.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
71,0.0,5.0,30.0,9.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
72,0.0,4.0,30.0,9.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
73,0.0,3.0,30.0,9.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
74,0.0,3.0,30.0,9.0,30.0,30.0,15.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
75,0.0,3.0,30.0,9.0,30.0,30.0,14.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
76,0.0,4.0,30.0,9.0,30.0,30.0,13.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
77,0.0,5.0,30.0,9.0,30.0,30.0,12.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
78,0.0,6.0,30.0,9.0,30.0,30.0,12.0,30.0,30.0,30.0,0.0,30.0,21.0,30.0,30.0,30.0,0.0
79,0.0,6.0,30.0,8.0,30.0,30.0,12.0,30.0,30.0,30.0,1.0,30.0,21.0,30.0,30.0,30.0,0.0
80,0.0,6.0,30.0,7.0,30.0,30.0,12.0,30.0,30.0,30.0,2.0,30.0,21.0,30.0,30.0,30.0,0.0
81,0.0,6.0,30.0,6.0,30.0,30.0,11.0,30.0,30.0,30.0,3.0,30.0,22.0,30.0,30.0,30.0,0.0
82,0.0,6.0,30.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,4.0,30.0,22.0,30.0,30.0,30.0,0.0
83,0.0,5.0,30.0,6.0,30.0,30.0,9.0,30.0,30.0,30.0,5.0,30.0,22.0,30.0,30.0,30.0,0.0
84,0.0,4.0,30.0,6.0,30.0,30.0,8.0,30.0,30.0,30.0,6.0,30.0,22.0,30.0,30.0,30.0,0.0
85,0.0,3.0,30.0,6.0,30.0,30.0,7.0,30.0,30.0,30.0,7.0,30.0,22.0,30.0,30.0,30.0,0.0
86,0.0,3.0,30.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,7.0,30.0,22.0,30.0,30.0,30.0,0.0
87,0.0,3.0,30.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,7.0,30.0,23.0,30.0,30.0,30.0,0.0
88,0.0,3.0,30.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,7.0,30.0,24.0,30.0,30.0,30.0,0.0
89,0.0,3.0,30.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,7.0,30.0,25.0,30.0,30.0,30.0,0.0
90,0.0,3.0,30.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,8.0,30.0,26.0,30.0,30.0,30.0,0.0
91,0.0,3.0,30.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,9.0,30.0,26.0,30.0,30.0,30.0,0.0
92,0.0,3.0,30.0,6.0,30.0,30.0,7.0,30.0,30.0,30.0,10.0,30.0,26.0,30.0,30.0,30.0,0.0
93,0.0,3.0,30.0,6.0,30.0,30.0,7.0,30.0,30.0,30.0,11.0,30.0,26.0,30.0,30.0,30.0,1.0
94,0.0,3.0,30.0,5.0,30.0,30.0,7.0,30.0,30.0,30.0,11.0,30.0,27.0,30.0,30.0,30.0,2.0
95,0.0,3.0,30.0,4.0,30.0,30.0,7.0,30.0,30.0,30.0,11.0,30.0,28.0,30.0,30.0,30.0,3.0
96,0.0,3.0,30.0,3.0,30.0,30.0,6.0,30.0,30.0,30.0,12.0,30.0,29.0,30.0,30.0,30.0,4.0
97,0.0,3.0,30.0,3.0,30.0,30.0,5.0,30.0,30.0,30.0,13.0,30.0,30.0,30.0,30.0,30.0,5.0
98,0.0,3.0,30.0,3.0,30.0,30.0,4.0,30.0,30.0,30.0,14.0,30.0,30.0,30.0,30.0,30.0,5.0
99,0.0,3.0,30.0,3.0,30.0,30.0,4.0,30.0,30.0,30.0,15.0,30.0,30.0,30.0,30.0,30.0,5.0
100,0.0,3.0,29.0,3.0,30.0,30.0,4.0,30.0,30.0,30.0,16.0,30.0,30.0,30.0,30.0,30.0,5.0
101,0.0,3.0,29.0,3.0,30.0,30.0,4.0,30.0,30.0,30.0,17.0,30.0,30.0,30.0,30.0,30.0,5.0
102,0.0,3.0,29.0,3.0,30.0,30.0,5.0,30.0,30.0,30.0,18.0,30.0,30.0,30.0,30.0,30.0,5.0
103,0.0,3.0,29.0,3.0,30.0,30.0,6.0,30.0,30.0,30.0,18.0,30.0,30.0,30.0,30.0,30.0,5.0
104,0.0,3.0,29.0,3.0,30.0,30.0,7.0,30.0,30.0,30.0,18.0,30.0,30.0,30.0,30.0,30.0,5.0
105,0.0,3.0,29.0,4.0,30.0,30.0,8.0,30.0,30.0,30.0,19.0,30.0,30.0,30.0,30.0,30.0,5.0
106,0.0,2.0,29.0,5.0,30.0,30.0,9.0,30.0,30.0,30.0,20.0,30.0,30.0,30.0,30.0,30.0,5.0
107,0.0,2.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,21.0,30.0,30.0,30.0,30.0,30.0,5.0
108,0.0,2.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,21.0,30.0,30.0,30.0,30.0,30.0,5.0
109,0.0,3.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,20.0,30.0,30.0,30.0,30.0,30.0,5.0
110,0.0,4.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,19.0,30.0,30.0,30.0,30.0,30.0,5.0
111,0.0,5.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,18.0,30.0,30.0,30.0,30.0,30.0,5.0
112,0.0,6.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,17.0,30.0,29.0,30.0,30.0,30.0,5.0
113,0.0,7.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,16.0,30.0,29.0,30.0,30.0,30.0,5.0
114,0.0,8.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,15.0,30.0,29.0,30.0,30.0,30.0,5.0
115,0.0,8.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,14.0,30.0,29.0,30.0,30.0,30.0,5.0
116,0.0,8.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,14.0,30.0,29.0,30.0,30.0,30.0,5.0
117,1.0,9.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,14.0,30.0,29.0,30.0,30.0,30.0,5.0
118,2.0,10.0,29.0,6.0,30.0,30.0,10.0,30.0,30.0,30.0,15.0,30.0,29.0,30.0,30.0,30.0,5.0
119,3.0,11.0,29.0,5.0,30.0,30.0,10.0,30.0,30.0,30.0,16.0,30.0,29.0,30.0,30.0,30.0,5.0
120,4.0,12.0,29.0,4.0,30.0,30.0,10.0,30.0,30.0,30.0,16.0,30.0,29.0,30.0,30.0,30.0,5.0
121,5.0,13.0,28.0,3.0,30.0,30.0,10.0,30.0,30.0,30.0,16.0,30.0,29.0,30.0,30.0,30.0,5.0
122,6.0,14.0,27.0,4.0,30.0,30.0,9.0,30.0,30.0,30.0,16.0,30.0,29.0,30.0,30.0,30.0,5.0
123,7.0,15.0,26.0,5.0,30.0,30.0,8.0,30.0,30.0,30.0,16.0,30.0,29.0,30.0,30.0,30.0,4.0
124,8.0,16.0,25.0,6.0,30.0,30.0,7.0,30.0,30.0,30.0,17.0,30.0,29.0,30.0,30.0,30.0,3.0
125,9.0,17.0,24.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,18.0,30.0,29.0,30.0,30.0,30.0,2.0
126,10.0,18.0,23.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,18.0,30.0,29.0,30.0,30.0,30.0,1.0
127,11.0,19.0,22.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,18.0,30.0,29.0,30.0,30.0,30.0,0.0
128,12.0,20.0,21.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,18.0,30.0,29.0,30.0,30.0,30.0,0.0
129,13.0,21.0,20.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,18.0,30.0,29.0,30.0,30.0,30.0,0.0
130,14.0,22.0,20.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,18.0,30.0,29.0,30.0,30.0,30.0,0.0
131,15.0,23.0,19.0,6.0,30.0,30.0,6.0,30.0,30.0,30.0,18.0,30.0,29.0,30.0,30.0,30.0,0.0
132,16.0,24.0,18.0,6.0,30.0,30.0,5.0,30.0,30.0,30.0,18.0,30.0,29.0,30.0,30.0,30.0,0.0
133,17.0,25.0,17.0,6.0,30.0,30.0,4.0,30.0,30.0,30.0,19.0,30.0,29.0,30.0,30.0,30.0,0.0
134,18.0,26.0,16.0,6.0,30.0,30.0,3.0,30.0,30.0,30.0,20.0,30.0,29.0,30.0,30.0,30.0,0.0
135,19.0,27.0,15.0,5.0,30.0,30.0,2.0,30.0,30.0,30.0,20.0,30.0,29.0,30.0,30.0,30.0,0.0
136,20.0,28.0,14.0,4.0,30.0,30.0,1.0,30.0,30.0,30.0,20.0,30.0,29.0,30.0,30.0,30.0,0.0
137,21.0,28.0,13.0,3.0,30.0,30.0,0.0,30.0,30.0,30.0,20.0,30.0,29.0,30.0,30.0,30.0,0.0
138,22.0,28.0,12.0,3.0,30.0,30.0,0.0,30.0,30.0,30.0,21.0,30.0,29.0,30.0,30.0,30.0,0.0
139,23.0,28.0,11.0,3.0,30.0,30.0,0.0,30.0,30.0,30.0,22.0,30.0,29.0,30.0,30.0,30.0,0.0
140,24.0,28.0,11.0,3.0,30.0,30.0,0.0,30.0,30.0,30.0,23.0,30.0,29.0,30.0,30.0,30.0,0.0
141,25.0,28.0,11.0,4.0,30.0,30.0,0.0,30.0,30.0,30.0,24.0,30.0,29.0,30.0,30.0,30.0,0.0
142,26.0,28.0,11.0,5.0,30.0,30.0,0.0,30.0,30.0,30.0,25.0,30.0,30.0,30.0,30.0,30.0,0.0
143,27.0,28.0,11.0,6.0,30.0,30.0,0.0,30.0,30.0,30.0,26.0,30.0,30.0,30.0,30.0,30.0,0.0
144,28.0,28.0,11.0,7.0,30.0,30.0,0.0,30.0,30.0,30.0,27.0,30.0,30.0,30.0,30.0,30.0,0.0
145,29.0,28.0,11.0,8.0,30.0,30.0,0.0,30.0,30.0,30.0,28.0,30.0,30.0,30.0,30.0,30.0,0.0
146,30.0,29.0,10.0,9.0,30.0,30.0,0.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,0.0
147,30.0,29.0,9.0,10.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
148,30.0,29.0,8.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
149,30.0,29.0,7.0,12.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
150,30.0,29.0,6.0,13.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
151,30.0,29.0,6.0,14.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
152,30.0,29.0,6.0,13.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
153,30.0,29.0,6.0,12.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
154,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
155,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
156,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
157,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
158,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
159,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
160,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
161,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
162,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
163,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
164,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
165,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
166,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
167,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
168,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
169,30.0,29.0,6.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
170,30.0,29.0,5.0,11.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
171,30.0,29.0,4.0,10.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
172,30.0,29.0,3.0,9.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
173,30.0,29.0,2.0,8.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
174,30.0,29.0,1.0,7.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
175,30.0,30.0,0.0,6.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
176,30.0,30.0,0.0,5.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
177,30.0,30.0,0.0,4.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
178,30.0,30.0,0.0,3.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
179,30.0,30.0,0.0,2.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
180,30.0,30.0,0.0,1.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
181,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
182,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
183,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
184,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
185,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
186,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
187,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
188,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
189,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
190,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
191,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
192,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
193,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
194,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
195,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
196,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
197,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
198,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
199,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
200,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
201,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
202,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
203,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
204,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
205,30.0,30.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
206,30.0,30.0,1.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
207,30.0,30.0,2.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0
