, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz,mouth,y,y_pre_label
312,0.141,0.249,14.6,33.6,440.5,-0.038,-0.127,0.03,5.2,1,1
313,0.149,0.238,13.3,33.0,441.6,-0.047,-0.116,0.031,4.9,1,1
314,0.133,0.236,12.3,33.4,440.7,-0.036,-0.099,0.034,4.0,1,1
315,0.105,0.263,11.2,35.5,441.0,-0.001,-0.084,0.036,3.6,1,1
316,0.057,0.301,10.2,37.3,439.7,0.062,-0.079,0.042,4.1,1,1
317,0.042,0.32,8.6,39.0,440.0,0.134,-0.048,0.055,7.2,1,1
318,0.007,0.313,7.7,41.2,439.9,0.183,-0.021,0.062,10.5,1,1
319,-0.029,0.306,6.4,42.5,442.3,0.203,0.019,0.067,9.6,1,1
320,-0.04,0.288,5.2,43.1,445.0,0.21,0.028,0.072,6.0,1,1
321,-0.051,0.268,3.9,43.5,446.9,0.179,0.036,0.075,6.9,1,1
322,-0.041,0.286,2.1,44.3,449.1,0.171,0.06,0.065,11.8,1,1
323,-0.048,0.294,0.2,44.9,452.7,0.173,0.072,0.066,16.2,1,1
324,-0.067,0.257,-1.6,44.8,457.4,0.144,0.089,0.067,18.6,1,1
325,-0.104,0.238,-3.6,44.5,461.0,0.094,0.106,0.074,18.9,1,1
326,-0.077,0.243,-5.4,44.1,461.8,0.072,0.108,0.082,19.2,1,1
327,-0.073,0.238,-7.3,43.7,463.8,0.058,0.096,0.087,18.3,1,1
328,-0.056,0.256,-8.6,43.9,468.2,0.059,0.082,0.085,18.3,1,1
329,-0.055,0.264,-9.1,44.5,468.9,0.077,0.041,0.077,17.9,1,1
330,-0.043,0.278,-10.5,45.1,471.8,0.09,0.018,0.067,17.4,1,1
331,-0.039,0.233,-13.2,44.8,474.9,0.056,0.033,0.054,16.9,1,1
332,-0.049,0.226,-16.2,45.6,476.0,0.067,0.1,0.04,17.8,1,1
333,-0.148,0.252,-13.1,44.1,449.2,0.148,0.2,-0.019,21.3,1,1
334,-0.132,0.179,-14.9,44.8,453.9,0.121,0.231,-0.01,20.2,1,1
335,-0.129,0.278,-13.7,45.8,462.7,0.139,0.159,-0.01,24.3,1,1
336,0.0,0.0,-14.5,45.9,464.2,0.148,0.189,0.01,29.8,1,1
337,0.0,0.0,-14.2,46.1,466.0,0.15,0.19,0.017,26.9,1,1
338,0.0,0.0,-14.4,45.6,465.2,0.16,0.209,0.021,25.7,1,1
339,0.0,0.0,-15.8,45.5,469.9,0.142,0.24,0.035,20.6,1,1
340,0.0,0.0,-18.5,46.8,461.5,0.034,0.244,0.071,7.7,1,1
341,-0.13,0.219,-14.6,47.5,456.4,0.08,0.115,0.038,6.8,1,1
342,-0.16,0.259,-13.8,47.7,454.0,0.136,0.152,0.027,3.1,1,1
343,-0.159,0.262,-13.2,48.3,455.2,0.135,0.133,0.043,2.4,1,1
344,-0.139,0.25,-10.9,48.2,454.6,0.154,0.142,0.034,3.7,1,1
345,-0.095,0.252,-10.8,47.6,455.4,0.12,0.161,0.06,4.1,1,1
346,-0.13,0.245,-10.5,47.3,457.8,0.112,0.17,0.068,4.0,1,1
347,0.0,0.0,-10.6,47.1,459.2,0.091,0.197,0.082,2.4,1,1
348,0.0,0.0,-11.3,47.1,464.6,0.034,0.237,0.106,2.6,1,1
349,0.0,0.0,-11.1,47.0,460.5,0.018,0.262,0.112,0.3,1,1
350,-0.13,0.211,-10.2,47.5,483.9,0.048,0.128,0.098,-2.3,1,1
351,-0.001,0.294,-7.6,46.9,479.4,0.155,-0.004,0.088,-0.6,1,1
352,-0.039,0.268,-4.9,46.4,474.5,0.165,-0.01,0.046,1.8,1,1
353,-0.047,0.224,-4.9,44.5,466.1,0.106,0.052,-0.0,1.4,1,1
354,-0.076,0.183,-6.8,42.1,459.2,0.08,0.07,-0.011,1.6,1,1
355,-0.071,0.21,-9.2,39.8,454.9,0.07,0.084,-0.018,1.9,1,1
356,-0.064,0.167,-11.4,37.4,450.2,0.052,0.084,-0.024,2.0,1,1
357,-0.066,0.127,-13.3,35.5,447.3,0.036,0.087,-0.036,2.2,1,1
358,-0.065,0.162,-15.0,34.0,443.8,0.028,0.102,-0.054,2.8,1,1
359,-0.038,0.171,-16.8,32.7,438.5,-0.001,0.106,-0.073,3.2,1,1
360,-0.061,0.148,-18.5,31.5,436.5,-0.011,0.103,-0.076,3.3,1,1
361,-0.041,0.166,-19.2,30.9,432.3,-0.026,0.107,-0.093,3.4,1,1
362,-0.047,0.158,-19.9,31.0,431.8,-0.03,0.099,-0.093,2.7,1,1
363,-0.05,0.164,-19.6,31.2,429.8,-0.033,0.103,-0.109,3.4,1,1
364,-0.039,0.188,-19.7,31.1,429.4,-0.022,0.088,-0.103,2.8,1,1
365,-0.015,0.18,-19.0,30.8,427.9,-0.035,0.077,-0.118,3.2,1,1
366,-0.029,0.184,-18.2,30.3,429.5,-0.051,0.076,-0.125,3.1,1,1
367,0.024,0.131,-17.1,29.4,429.8,-0.071,0.066,-0.13,3.2,1,1
368,0.028,0.139,-15.8,28.6,430.8,-0.074,0.056,-0.128,3.3,1,1
369,0.045,0.092,-14.4,27.8,434.5,-0.102,0.047,-0.124,3.5,1,1
370,0.014,0.099,-12.9,26.8,437.2,-0.12,0.041,-0.114,3.4,1,1
371,0.028,0.073,-11.5,25.4,438.4,-0.147,0.028,-0.102,3.6,1,1
372,0.028,0.061,-10.1,24.1,440.1,-0.174,0.018,-0.092,3.7,1,1
373,0.051,0.065,-8.8,22.8,441.1,-0.19,0.009,-0.084,3.4,1,1
374,0.023,0.073,-7.7,21.4,443.9,-0.214,0.005,-0.074,3.5,1,1
375,0.081,0.045,-6.6,20.3,443.5,-0.235,-0.003,-0.068,3.6,1,1
376,0.058,0.058,-5.4,19.5,443.0,-0.24,-0.012,-0.059,3.8,1,1
377,0.065,0.023,-4.3,18.9,442.1,-0.255,-0.019,-0.052,3.5,1,1
378,0.07,0.021,-3.3,18.3,442.4,-0.266,-0.027,-0.045,3.4,1,1
379,0.069,0.01,-2.0,18.3,443.5,-0.278,-0.033,-0.037,3.6,1,1
380,0.084,0.011,-0.2,18.6,445.2,-0.298,-0.046,-0.025,3.6,1,1
381,0.081,-0.004,2.3,18.0,447.8,-0.332,-0.068,-0.011,3.8,1,1
382,0.066,-0.088,4.7,16.6,449.8,-0.385,-0.085,-0.005,4.2,1,1
383,0.083,-0.103,5.8,15.4,448.9,-0.416,-0.094,0.001,4.4,1,1
384,0.09,-0.101,6.1,14.7,449.6,-0.431,-0.095,0.002,4.4,1,1
385,0.082,-0.107,5.9,14.5,448.7,-0.427,-0.091,0.006,4.9,1,1
386,0.067,-0.118,5.7,14.7,448.3,-0.425,-0.088,0.008,4.6,1,1
387,0.067,-0.1,5.3,15.6,448.0,-0.417,-0.076,0.014,4.6,1,1
388,0.082,-0.075,5.0,16.8,447.8,-0.407,-0.07,0.018,4.7,1,1
389,0.036,-0.066,4.3,17.7,446.5,-0.398,-0.056,0.021,4.6,1,1
390,0.026,-0.058,3.6,18.8,446.5,-0.397,-0.041,0.022,4.1,1,1
391,0.047,-0.045,2.6,20.0,448.3,-0.375,-0.032,0.025,4.6,1,1
392,0.033,-0.028,1.8,20.9,446.6,-0.355,-0.022,0.023,4.3,1,1
393,0.048,-0.036,1.2,21.2,447.3,-0.358,-0.02,0.023,3.9,1,1
394,0.028,-0.027,0.7,21.2,446.5,-0.351,-0.024,0.022,4.2,1,1
395,0.041,-0.022,0.3,21.2,446.1,-0.35,-0.027,0.019,4.0,1,1
396,0.035,-0.014,0.1,21.8,446.1,-0.339,-0.029,0.015,4.5,1,1
397,0.031,-0.008,0.1,22.6,445.0,-0.327,-0.035,0.012,4.7,1,1
398,0.055,-0.006,0.1,23.8,445.3,-0.318,-0.035,0.01,4.3,1,1
399,0.044,0.01,0.6,24.9,444.4,-0.289,-0.039,0.009,4.6,1,1
400,0.047,0.004,1.3,26.2,445.1,-0.283,-0.042,0.009,4.3,1,1
401,0.077,-0.007,2.0,27.3,444.5,-0.273,-0.047,0.011,4.1,1,1
402,0.071,0.008,2.9,28.1,444.9,-0.271,-0.052,0.014,4.4,1,1
403,0.061,0.027,4.0,28.5,444.6,-0.268,-0.053,0.016,3.9,1,1
404,0.057,0.033,4.9,28.7,445.2,-0.263,-0.054,0.019,4.0,1,1
405,0.064,0.025,5.7,28.8,445.3,-0.266,-0.054,0.022,3.9,1,1
406,0.046,0.031,6.3,28.9,444.6,-0.269,-0.058,0.028,3.7,1,1
407,0.051,0.035,6.6,28.8,443.0,-0.263,-0.053,0.032,3.9,1,1
408,0.053,0.036,6.7,29.0,442.0,-0.256,-0.048,0.034,3.9,1,1
409,0.041,0.058,6.7,29.6,441.2,-0.242,-0.04,0.037,4.0,1,1
410,0.034,0.057,6.7,30.4,440.9,-0.233,-0.034,0.04,3.9,1,1
411,0.035,0.051,6.6,31.2,439.3,-0.225,-0.027,0.038,3.7,1,1
412,0.062,0.052,6.6,32.0,435.8,-0.208,-0.026,0.037,3.8,1,1
413,0.036,0.083,6.9,32.8,435.2,-0.203,-0.024,0.035,3.6,1,1
414,0.008,0.082,7.3,33.5,436.9,-0.199,-0.019,0.036,3.6,1,1
415,0.015,0.088,7.7,34.1,436.5,-0.19,-0.02,0.034,3.6,1,1
416,0.034,0.104,8.1,34.5,435.2,-0.182,-0.022,0.034,3.9,1,1
417,0.009,0.092,8.7,34.8,436.9,-0.193,-0.021,0.037,3.5,1,1
418,0.015,0.103,9.3,34.9,437.5,-0.186,-0.022,0.039,3.8,1,1
419,0.021,0.109,9.8,34.9,438.0,-0.192,-0.022,0.043,3.9,1,1
420,0.021,0.111,10.2,34.9,436.2,-0.186,-0.022,0.045,4.0,1,1
421,0.023,0.107,10.4,35.0,435.6,-0.181,-0.021,0.044,3.8,1,1
422,0.026,0.104,10.7,35.3,435.2,-0.177,-0.02,0.044,4.0,1,1
423,0.03,0.1,10.9,35.6,436.7,-0.182,-0.02,0.045,3.9,1,1
424,0.022,0.104,11.1,35.8,437.1,-0.181,-0.021,0.044,4.0,1,1
425,0.007,0.105,11.2,35.9,437.8,-0.19,-0.024,0.043,4.0,1,1
426,0.018,0.114,11.4,35.8,436.9,-0.189,-0.028,0.041,4.1,1,1
427,0.004,0.097,11.7,35.8,437.6,-0.202,-0.034,0.037,4.1,1,1
428,0.016,0.089,11.8,35.7,435.7,-0.196,-0.04,0.032,4.3,1,1
429,0.024,0.072,12.0,35.9,434.4,-0.212,-0.047,0.027,3.9,1,1
430,0.026,0.061,12.1,36.3,433.2,-0.22,-0.051,0.02,4.1,1,1
431,0.029,0.066,12.2,36.7,431.7,-0.219,-0.055,0.014,3.9,1,1
432,0.023,0.062,12.2,37.5,429.9,-0.215,-0.054,0.009,4.0,1,1
433,0.039,0.102,11.9,38.1,426.7,-0.196,-0.052,0.009,3.8,1,1
434,0.025,0.102,11.4,39.4,428.2,-0.185,-0.049,0.012,3.6,1,1
435,0.033,0.196,10.6,40.6,426.7,-0.165,-0.046,0.011,3.0,1,1
436,0.031,0.218,9.5,41.5,427.3,-0.146,-0.037,0.011,3.1,1,1
437,0.04,0.235,8.4,41.7,425.0,-0.124,-0.026,0.011,3.0,1,1
438,0.043,0.205,7.6,41.8,427.1,-0.12,-0.02,0.009,3.3,1,1
439,0.019,0.188,6.9,41.4,427.8,-0.114,-0.019,0.009,3.4,1,1
440,0.016,0.164,6.7,40.9,430.1,-0.126,-0.024,0.012,3.5,1,1
441,0.025,0.169,6.5,40.2,429.9,-0.128,-0.029,0.009,3.5,1,1
442,0.037,0.153,6.5,39.7,431.7,-0.122,-0.039,0.007,3.9,1,1
443,0.039,0.148,6.0,39.8,434.1,-0.113,-0.034,0.003,3.6,1,1
444,0.04,0.167,4.9,40.1,436.5,-0.095,-0.031,-0.004,3.5,1,1
445,0.02,0.151,3.4,41.0,437.0,-0.106,-0.018,-0.005,3.5,1,1
446,0.023,0.132,2.3,42.0,439.4,-0.112,-0.008,-0.01,3.4,1,1
447,0.051,0.113,2.1,42.9,440.1,-0.115,-0.006,-0.014,3.3,1,1
448,0.012,0.134,3.1,44.1,440.5,-0.102,-0.002,-0.017,3.1,1,1
449,0.024,0.139,4.6,45.7,444.6,-0.107,-0.026,-0.014,3.2,1,1
450,0.05,0.159,6.1,47.1,446.8,-0.077,-0.059,-0.011,3.4,1,1
451,0.07,0.202,7.4,47.9,446.6,-0.033,-0.071,-0.012,3.6,1,1
452,0.059,0.19,8.1,48.5,444.8,-0.027,-0.077,-0.01,3.3,1,1
453,0.089,0.202,8.3,48.8,442.3,-0.034,-0.077,-0.004,3.3,1,1
454,0.104,0.19,8.2,49.1,442.2,-0.033,-0.087,-0.001,3.2,1,1
455,0.107,0.186,7.9,49.3,443.2,-0.04,-0.09,0.003,3.4,1,1
456,0.108,0.193,7.5,49.1,443.3,-0.041,-0.094,0.001,3.4,1,1
457,0.112,0.162,6.7,48.7,444.6,-0.064,-0.105,0.001,3.2,1,1
458,0.103,0.127,5.7,47.8,442.5,-0.105,-0.119,0.003,2.9,1,1
459,0.103,0.113,4.7,46.9,440.3,-0.128,-0.13,0.002,3.1,1,1
460,0.089,0.112,3.5,45.8,435.2,-0.132,-0.125,0.001,3.1,1,1
461,0.074,0.106,2.0,44.6,431.5,-0.149,-0.117,-0.007,3.5,1,1
462,0.073,0.119,0.1,42.9,427.7,-0.158,-0.108,-0.019,4.0,1,1
463,0.076,0.087,-1.9,41.4,426.4,-0.181,-0.102,-0.034,4.5,1,1
464,0.098,0.067,-4.1,39.2,419.5,-0.199,-0.101,-0.048,4.4,1,1
465,0.135,0.067,-6.2,37.8,420.6,-0.207,-0.1,-0.059,4.5,1,1
466,0.155,0.066,-8.2,36.5,419.7,-0.2,-0.105,-0.068,4.8,1,1
467,0.148,0.073,-9.9,35.4,418.6,-0.197,-0.109,-0.072,4.5,1,1
468,0.141,0.09,-11.5,34.5,415.0,-0.2,-0.11,-0.072,4.5,1,1
469,0.129,0.11,-13.0,33.9,409.0,-0.185,-0.109,-0.069,3.8,1,1
470,0.136,0.097,-14.4,33.7,404.5,-0.177,-0.111,-0.069,3.4,1,1
471,0.143,0.118,-15.5,33.7,402.9,-0.167,-0.11,-0.067,3.1,1,1
472,0.162,0.103,-16.5,33.6,400.2,-0.158,-0.116,-0.068,2.7,1,1
473,0.179,0.102,-17.1,33.3,395.2,-0.147,-0.121,-0.068,2.5,1,1
474,0.183,0.131,-17.6,33.0,392.8,-0.138,-0.125,-0.065,2.6,1,1
475,0.182,0.172,-17.4,31.9,385.4,-0.109,-0.127,-0.056,2.3,1,1
476,0.149,0.164,-17.1,30.6,382.3,-0.124,-0.134,-0.053,2.8,1,1
477,0.155,0.164,-16.8,28.7,377.5,-0.13,-0.138,-0.052,3.1,1,1
478,0.143,0.153,-16.8,26.7,375.9,-0.148,-0.138,-0.055,3.0,1,1
479,0.135,0.175,-17.3,24.2,371.3,-0.157,-0.13,-0.059,3.2,1,1
480,0.163,0.152,-18.1,21.7,369.7,-0.183,-0.121,-0.064,3.0,1,1
481,0.142,0.141,-18.7,18.9,366.7,-0.214,-0.115,-0.067,3.1,1,1
482,0.128,0.135,-19.1,16.1,363.8,-0.226,-0.117,-0.071,3.2,1,1
483,0.13,0.093,-19.7,12.7,361.2,-0.248,-0.109,-0.072,4.0,1,1
484,0.121,0.071,-20.7,8.9,361.0,-0.269,-0.109,-0.076,4.1,1,1
485,0.14,0.076,-22.0,5.2,363.7,-0.291,-0.108,-0.08,4.0,1,1
486,0.125,0.086,-22.9,2.1,365.5,-0.293,-0.107,-0.08,3.8,1,1
487,0.14,0.058,-24.3,-0.5,370.9,-0.322,-0.12,-0.081,4.2,1,1
488,0.138,0.056,-25.1,-2.1,371.2,-0.347,-0.125,-0.082,4.7,1,1
489,0.122,0.067,-24.8,-2.6,368.3,-0.345,-0.092,-0.087,5.7,1,1
490,0.094,0.059,-23.5,-2.2,361.9,-0.325,-0.051,-0.091,5.2,1,1
491,0.089,0.093,-22.3,-1.6,361.8,-0.3,-0.042,-0.099,5.3,1,1
492,0.108,0.142,-20.5,-0.0,361.4,-0.258,-0.044,-0.106,4.5,1,1
493,0.092,0.142,-18.2,2.3,363.9,-0.218,-0.041,-0.105,4.4,1,1
494,0.094,0.21,-15.4,5.5,364.8,-0.19,-0.05,-0.099,4.0,1,1
495,0.11,0.223,-12.1,8.5,363.6,-0.174,-0.061,-0.089,4.2,1,1
496,0.119,0.263,-8.8,11.0,362.5,-0.143,-0.076,-0.075,4.1,1,1
497,0.094,0.29,-5.6,13.3,355.8,-0.102,-0.089,-0.058,3.5,1,1
498,0.087,0.263,-2.7,15.0,356.8,-0.094,-0.101,-0.046,4.3,1,1
499,0.074,0.24,-0.1,16.2,353.6,-0.084,-0.106,-0.034,4.6,1,1
500,0.107,0.18,2.3,17.0,353.5,-0.084,-0.113,-0.021,4.8,1,1
501,0.105,0.144,4.4,17.9,352.7,-0.085,-0.116,-0.013,5.3,1,1
502,0.108,0.117,6.1,18.6,354.0,-0.092,-0.12,-0.005,5.2,1,1
503,0.115,0.1,7.5,19.0,354.0,-0.104,-0.125,0.004,5.3,1,1
504,0.102,0.092,8.2,19.0,353.6,-0.111,-0.115,0.006,4.8,1,1
505,0.041,0.078,8.5,18.8,352.9,-0.104,-0.109,0.007,4.5,1,1
506,0.05,0.103,8.5,18.7,350.9,-0.091,-0.103,0.006,4.2,1,1
507,0.026,0.109,8.7,19.1,351.5,-0.075,-0.098,0.008,3.5,1,1
508,0.033,0.094,8.9,20.4,353.7,-0.064,-0.095,0.01,4.0,1,1
509,0.042,0.059,8.3,20.8,341.7,-0.048,-0.087,0.011,3.7,1,1
510,0.049,0.049,7.7,21.9,340.0,-0.024,-0.079,0.014,3.9,1,1
511,0.006,0.029,6.9,22.8,339.5,-0.006,-0.07,0.015,4.2,1,1
512,0.013,0.05,5.9,23.0,340.8,-0.021,-0.064,0.013,4.2,1,1
513,0.005,0.065,4.2,22.8,344.1,-0.05,-0.051,0.011,3.8,1,1
514,-0.03,0.104,2.3,22.9,350.6,-0.038,-0.02,0.01,4.0,1,1
515,-0.044,0.14,-0.4,22.3,348.9,-0.016,0.017,0.004,3.5,1,1
516,-0.068,0.161,-3.6,21.9,347.0,0.005,0.063,0.005,3.9,1,1
517,-0.087,0.151,-7.3,21.7,341.9,0.0,0.113,0.009,3.8,1,1
518,-0.134,0.155,-11.9,21.6,334.5,0.005,0.161,0.045,5.4,1,1
519,-0.126,0.158,-15.7,22.6,329.0,0.005,0.189,0.071,5.7,1,1
520,-0.197,0.157,-19.0,23.8,325.0,0.003,0.22,0.095,5.7,1,1
521,-0.207,0.159,-21.7,24.7,321.4,-0.002,0.253,0.112,5.4,1,1
522,-0.276,0.199,-23.5,25.7,317.3,0.009,0.291,0.13,5.8,1,1
523,-0.282,0.197,-24.9,27.0,313.4,0.005,0.313,0.143,6.0,1,1
524,-0.3,0.187,-26.1,28.7,310.2,0.006,0.32,0.155,5.5,1,1
525,-0.318,0.207,-27.1,30.4,307.4,0.007,0.33,0.162,5.9,1,1
526,-0.323,0.217,-27.8,31.9,305.0,0.009,0.344,0.163,5.8,1,1
527,-0.337,0.213,-27.9,33.7,303.5,0.021,0.358,0.161,5.9,1,1
528,-0.342,0.221,-27.5,34.7,302.2,0.021,0.354,0.159,6.2,1,1
529,-0.344,0.229,-27.2,35.3,301.6,0.026,0.363,0.153,6.3,1,1
530,-0.344,0.229,-26.8,35.9,300.1,0.027,0.364,0.147,6.5,1,1
531,-0.357,0.233,-26.8,36.3,298.8,0.026,0.358,0.143,6.3,1,1
532,-0.362,0.235,-27.3,36.8,297.1,0.022,0.365,0.137,6.7,1,1
533,-0.365,0.238,-28.9,37.5,295.6,0.013,0.381,0.139,6.2,1,1
534,-0.344,0.257,-31.5,38.1,293.6,0.009,0.413,0.143,6.7,1,1
535,-0.412,0.162,-35.1,39.0,292.8,-0.062,0.49,0.15,3.8,1,1
536,-0.406,0.145,-38.3,40.2,291.5,-0.074,0.523,0.149,3.2,1,1
537,-0.38,0.106,-41.6,41.7,290.9,-0.08,0.549,0.154,1.6,1,1
538,-0.404,0.111,-45.1,43.1,290.3,-0.088,0.558,0.163,0.3,1,1
539,-0.45,0.08,-48.5,44.1,290.5,-0.086,0.558,0.174,0.1,1,1
540,-0.417,0.147,-52.2,45.3,289.7,-0.083,0.587,0.188,1.0,1,1
541,-0.45,0.156,-56.3,47.1,291.5,-0.092,0.585,0.212,-1.1,1,1
542,-0.446,0.129,-60.5,48.7,293.4,-0.106,0.587,0.234,0.9,1,1
543,-0.521,0.224,-63.7,50.2,295.2,-0.127,0.594,0.26,1.8,1,1
544,-0.402,0.011,-66.0,51.5,295.5,-0.129,0.619,0.281,0.3,1,1
545,-0.386,-0.014,-67.4,53.1,296.8,-0.112,0.615,0.283,0.2,1,1
546,-0.437,-0.051,-67.5,54.4,296.9,-0.111,0.618,0.29,4.6,1,1
547,-0.418,-0.044,-67.7,55.7,297.9,-0.12,0.641,0.295,5.7,1,1
548,-0.46,-0.037,-67.0,56.2,296.1,-0.115,0.657,0.303,12.7,1,1
549,-0.474,-0.047,-66.7,57.2,296.8,-0.113,0.669,0.306,16.0,1,1
550,-0.536,-0.042,-65.8,58.0,295.7,-0.111,0.678,0.308,17.1,1,1
551,-0.563,-0.074,-65.0,58.3,294.8,-0.111,0.665,0.309,17.4,1,1
552,0.0,0.0,-64.0,58.7,294.1,-0.105,0.667,0.31,16.9,1,1
553,-0.458,-0.023,-63.1,61.9,300.6,-0.15,0.583,0.336,12.9,1,1
554,0.0,0.0,-61.7,60.8,297.2,-0.157,0.619,0.33,13.5,1,1
555,-0.398,0.058,-61.8,63.9,306.2,-0.224,0.428,0.324,1.3,1,1
556,-0.413,0.014,-60.4,63.2,303.0,-0.207,0.421,0.323,0.3,1,1
557,-0.398,-0.017,-59.0,63.2,301.8,-0.214,0.389,0.32,-0.4,1,1
558,-0.4,-0.01,-58.0,62.8,300.1,-0.221,0.405,0.324,-2.8,1,1
559,-0.443,-0.049,-57.1,62.5,298.5,-0.217,0.437,0.329,-3.5,1,1
560,-0.489,0.016,-56.2,61.9,296.6,-0.219,0.441,0.329,-1.1,1,1
561,0.0,0.0,-55.6,61.5,296.0,-0.211,0.456,0.324,1.2,1,1
562,-0.357,0.03,-54.6,61.9,295.3,-0.226,0.44,0.351,-1.5,1,1
563,-0.409,-0.034,-54.1,61.4,294.5,-0.21,0.488,0.356,0.4,1,1
564,-0.436,-0.09,-53.3,60.5,291.2,-0.188,0.51,0.364,2.2,1,1
565,0.0,0.0,-53.1,59.3,288.9,-0.172,0.562,0.366,3.7,1,1
566,0.0,0.0,-51.1,57.2,282.2,-0.175,0.62,0.406,-0.6,1,1
567,0.0,0.0,-51.0,57.1,281.9,-0.176,0.642,0.413,-1.6,1,1
568,0.0,0.0,-51.2,56.8,281.1,-0.172,0.638,0.406,-2.5,1,1
569,0.0,0.0,-51.9,56.9,283.0,-0.166,0.612,0.411,-0.3,1,1
570,0.0,0.0,-52.4,56.5,282.9,-0.165,0.629,0.406,-1.5,1,1
571,0.0,0.0,-52.8,57.0,284.4,-0.171,0.618,0.415,-1.5,1,1
572,-0.413,-0.116,-53.2,56.7,284.7,-0.156,0.62,0.403,-0.2,1,1
573,-0.463,-0.142,-52.8,56.0,282.4,-0.127,0.626,0.388,1.8,1,1
574,-0.526,-0.124,-51.8,55.3,282.2,-0.12,0.622,0.374,3.8,1,1
575,-0.575,-0.129,-50.2,53.9,282.7,-0.142,0.62,0.355,2.5,1,1
576,-0.561,-0.017,-48.4,51.9,282.8,-0.176,0.653,0.342,0.5,1,1
577,-0.465,0.019,-45.6,49.2,282.4,-0.167,0.678,0.318,-2.6,1,1
578,-0.417,0.011,-42.4,45.4,280.7,-0.178,0.661,0.295,1.8,1,1
579,-0.411,-0.0,-39.2,41.5,280.4,-0.174,0.638,0.272,2.3,1,1
580,-0.393,0.009,-36.4,37.7,282.9,-0.136,0.563,0.246,4.2,1,1
581,-0.353,0.044,-34.3,33.8,287.9,-0.126,0.511,0.219,4.7,1,1
582,-0.318,0.099,-32.4,30.2,291.7,-0.117,0.506,0.191,5.7,1,1
583,-0.385,0.08,-30.8,26.5,294.2,-0.113,0.479,0.17,7.1,1,1
584,-0.409,0.107,-29.5,23.5,297.6,-0.111,0.46,0.153,8.2,1,1
585,-0.409,0.12,-28.6,20.5,301.8,-0.087,0.443,0.135,8.2,1,1
586,-0.411,0.138,-28.2,18.2,307.1,-0.079,0.448,0.117,8.9,1,1
587,-0.358,0.127,-27.7,16.5,310.6,-0.079,0.419,0.096,8.2,1,1
588,-0.309,0.195,-25.2,14.8,312.3,-0.021,0.31,0.052,7.7,1,1
589,-0.298,0.186,-24.5,13.0,312.4,-0.031,0.286,0.027,8.3,1,1
590,-0.282,0.186,-24.3,12.0,313.9,-0.032,0.273,0.01,8.4,1,1
591,-0.238,0.193,-24.4,11.2,316.2,-0.033,0.263,-0.002,7.9,1,1
592,-0.228,0.194,-24.8,10.3,318.8,-0.036,0.258,-0.009,7.3,1,1
593,-0.22,0.184,-25.5,9.5,320.3,-0.039,0.25,-0.015,7.2,1,1
594,-0.214,0.183,-26.1,9.2,321.4,-0.038,0.243,-0.018,7.3,1,1
595,-0.211,0.181,-26.9,9.3,323.1,-0.036,0.24,-0.024,7.1,1,1
596,-0.222,0.178,-27.7,9.1,325.0,-0.039,0.237,-0.032,7.2,1,1
597,-0.22,0.199,-28.2,8.9,325.7,-0.036,0.228,-0.044,7.0,1,1
598,-0.214,0.188,-28.9,8.6,327.9,-0.041,0.227,-0.059,6.6,1,1
599,-0.212,0.177,-29.9,7.9,330.2,-0.05,0.225,-0.072,6.6,1,1
600,-0.208,0.189,-30.8,6.8,332.2,-0.056,0.226,-0.079,6.6,1,1
601,-0.206,0.17,-31.6,6.0,334.2,-0.06,0.221,-0.084,6.1,1,1
602,-0.207,0.165,-32.2,5.4,335.5,-0.064,0.214,-0.088,6.0,1,1
603,-0.205,0.158,-32.5,4.9,336.2,-0.069,0.208,-0.089,6.2,1,1
604,-0.195,0.159,-32.8,4.5,337.3,-0.074,0.198,-0.088,6.4,1,1
605,-0.179,0.152,-33.5,4.1,338.2,-0.075,0.195,-0.086,6.5,1,1
606,-0.175,0.159,-34.0,3.6,338.7,-0.077,0.191,-0.085,6.7,1,1
607,-0.17,0.155,-34.2,3.6,339.4,-0.072,0.187,-0.081,6.7,1,1
608,-0.162,0.153,-34.2,3.6,340.0,-0.072,0.181,-0.077,6.7,1,1
609,-0.162,0.156,-34.1,3.6,341.2,-0.07,0.179,-0.07,7.0,1,1
610,-0.166,0.151,-33.9,3.6,341.7,-0.072,0.173,-0.063,7.0,1,1
611,-0.15,0.154,-33.7,3.8,342.9,-0.073,0.172,-0.056,7.0,1,1
612,-0.156,0.155,-33.2,4.0,343.2,-0.077,0.162,-0.051,7.0,1,1
613,-0.14,0.151,-32.6,4.4,343.0,-0.077,0.151,-0.044,7.2,1,1
614,-0.083,0.179,-31.7,5.0,342.9,-0.078,0.143,-0.037,7.2,1,1
615,-0.04,0.161,-30.7,5.7,344.2,-0.08,0.131,-0.026,7.0,1,1
616,-0.039,0.182,-29.2,6.5,344.2,-0.076,0.121,-0.013,6.7,1,1
617,-0.014,0.181,-27.3,7.5,345.5,-0.079,0.108,-0.001,6.8,1,1
618,0.001,0.175,-24.0,8.6,345.6,-0.089,0.082,-0.005,5.3,1,1
619,-0.004,0.18,-21.2,9.4,345.1,-0.093,0.066,-0.003,5.0,1,1
620,0.018,0.153,-18.2,10.2,343.4,-0.089,0.052,-0.015,4.8,1,1
